5위냐,4
않는다.,8
힘이,44
엇갈렸다.,16
"요구,""/사진=더팩트",8
"끝나다니"",2021",4
불펜진을,4
불펜진의,8
"2021.10.31.,""'레전드'",4
"26개지만,",4
라이브피칭,4
도장을,4
"2021.10.16.,""4위",4
"2021.10.28.,정수빈",32
불운,4
후원하는,4
치른다.,152
"재정에...""",12
'아쉬움이,4
펄펄',4
김태균의,4
퓨처',4
변시원은,16
경헌호,4
"위즈(수원),",4
손에,16
"됐다.""",4
와일드카드를,4
XP],12
노렸지만,4
지냈다.,4
"2021.10.26.,김준형",12
과거부터,4
'한유섬에,4
응원해주신,4
"반란,""2019",8
마무리...,8
백신을,8
행사를,28
 전면부인했다.,4
8번타자,40
"2021.10.27.,""'4회",4
투런으로,4
승부의,4
"임명용,",4
"70승8무65패,",4
"2021.10.19.,""'팔",8
8이닝,4
"홈런,28일",20
"2021.10.24.,""두산베어스",4
'최고,4
이중고,4
"도약…미란다,",4
'승리가,12
확률을,8
감사,24
전승과,4
그러면서,4
3루타+전력질주가,4
않았다는,4
3번째,28
뒤로,12
미소를...,8
점프하자',8
홈서비스,4
추위,8
구단끼리,4
2.38과,4
정수빈은...,4
최우수선수(MVP),4
"서울시립승화원""",4
땅볼타구를,4
1018안타,4
끼쳤다.,4
"17일,",4
믿는다,4
"양석환은...""",4
등판했다.,16
"직행,""KT는",8
"미란다,반면",4
방출·벌금형…,8
덜미,4
다리,8
"것은,",8
행위를,20
"최용제,""=",4
"홈런으로...""",4
"2021.10.29.,정규시즌",12
4연승,4
'전설',16
추운,16
승률(0.722·57승6무22패)을,8
9경기서,4
"2021.10.27.,""[사진]폭투로",4
희망…8위,4
"박세혁,",12
'최정의,4
게임(역대,8
축하→져도,4
"요동치나’,""알칸타라는",4
박성재를,4
내야땅볼때,28
"합니다'"",""24일",4
113경기에,4
2패,12
상,4
무안타에,8
"2021.10.21.,페르난데스",4
"대납’..."",""당시",4
홈경기까지,4
200홈런을,16
당해...,4
시작된,20
0.511)까지,4
"1,3루에서",124
"""""안정적인",4
안착해,28
취한,4
뛰어다녔다.,4
중전안타를,36
노린다.,12
'썰렁한,4
역사를,28
종료된다.,4
'스트라이크존,4
100%,20
강판했으나,4
올림픽,8
"기록,",60
"실시"",SSG랜더스가",4
잠실구장을,4
뒤를,4
이탈',4
타이거즈(現,4
지고,4
"LG는...""",4
"2021.10.27.,역투하는",16
합류가,4
어린,20
삼성과,44
"[MK현장..."",LG는",4
갑작스럽게,4
"2021.10.08.,박건우",8
LX,12
꺾인,8
"직행팀을...""",4
지도자로,16
"잠실...""",24
"2021.10.18.,'오늘이",4
"돌입,",4
"'2루타쯤이야',LG",4
/2021.10.13,52
"2021.10.17.,최정민",10416
선수들이,392
막바지까지,4
히어로즈전에,8
110이닝,4
불을,8
선수들은,4
"2021.10.23.,""[사진]이현승,'혼신의",4
"2021.10.23.,""[사진]김강률,'실점은",4
"5위'(종합)"",""KBO리그",4
꾸준하게,8
떨어지는,4
"잠실]"",앞서",4
"2021.10.22.,""‘괴력의",4
진출…두산과,8
"2021.10.28.,""역전",4
높지,4
선수들의,84
200호,8
꺾을,4
“모그룹에,4
'육성선수,4
16일,52
싹쓸이하고,8
"2021.10.28.,""두산,",4
등판한,184
들어서고,12
"못했어',LG",8
싶은,12
통했다,4
등판할,4
못한다,4
"오주원,",4
'이제,8
순백의,4
타순,4
쫓기고,4
핫포커스]왜,4
"붕괴',",4
"2021.10.22.,""'소년장사'",4
등판해,184
"2021.10.13.,번트치는",4
"남아"",김현수는",4
콜업한다.,4
쫓기게,20
1회초,728
시즌에는,8
원투,4
"2021.10.29.,‘1승",4
어려워졌다.,4
다이노스와도,4
쏘아올린,16
두산·SSG,12
6분만에,4
가능한,8
"어깨',2021",4
"축하해요'"",26일",4
판을,4
'1회를,4
1B2S에서,4
입가에,4
"2021.10.30.,""김태형",4
부회장,4
"일정,""KIA는",4
"하나"",LG는",4
"2021.10.28.,""추신수",4
"가볼까,""삼성",4
LG도,8
터트린후,24
'뛰어봐야,4
히어로즈와의,152
'외국인,12
호수비한,8
도루,68
"최정원,""=",4
들었다.,12
4회까지,8
타이거즈와의,76
'동점은,4
"2021.10.24.,박건우",4
"미란다,",296
"2021.10.23.,유강남-이민호",8
깜짝투!,4
삼진수를,4
"2021.10.27.,""롯데,",4
무관중,40
수빈아가,4
"'동점이다',=",4
11대5로,4
"제도..."",2011년부터",4
감싼,4
"2021.10.27.,나왔다!",4
"두산,3일",4
2001년,4
"미소...""",4
"[MD포커스]"",NC는",4
담장을,16
출격을,8
"박종기,'시즌",4
하면,32
Down?’,4
마주치고,8
부응했다.,8
보내면서,4
1-2로,4
2018년(41홈런),4
시즌에도,4
"2021.10.21.,'승률",4
2명이,4
5위도,12
"""""자리",8
"2021.10.14/뉴스1""",8
'수줍은,4
끊은,8
멀어진다,8
"2021.10.30.,""KIA",12
"없네',LG",4
"감독,",104
"엇갈렸다,두산",4
감독.,8
"[MK시선]"",""1위",8
4위(64승5무59패)를,4
2명을,8
②,4
2명뿐이었다.,4
지금,8
KBO는,24
히어로즈전을,12
고통을,12
"2021.10.23.,""[사진]3안타",4
안방을,4
"인사,2021",8
멍에를,4
박건우에게,52
구종인지...,4
아이처럼',4
안방인,4
"5...""",4
끝장,36
68승,60
"걸었다"""""",""김태형",4
5대4,4
승부를,40
침체',4
제외됐다,4
크지,4
토토를...,4
"잇몸,",4
"왔다"""""",두산",4
한다…정말,4
복귀를,8
제압했다.,40
직함을,4
다르다.”,4
번뿐이었다.,4
윤정현,8
대단하네',4
불씨,52
"두산전을...""",4
"""""조금",8
포지션을,4
미구엘...,4
"[★잠실]"",총력전을",4
"기다려야"""""",김태형",4
성큼…4개,4
희생타,4
몰라!',12
0의,12
혐의로...,8
삼성·KT,4
불안,4
걸려있는,4
200홈런에,4
10월에는,4
박세혁(왼쪽)이,4
젊어지고,4
"2021.10.13.,이병헌",4
0이,4
토스',4
마산,8
"오승환(47세이브),",4
[잠실,76
"수성"",""두산",8
"높았어'"",24일",4
놀라,4
200탈삼진,16
"슈퍼캐..."",21일",4
베어스전,24
"[MK포토]"",""28일",4
전달하고,28
쐐기,16
"처음"""""",""""""야구를",4
코치와...,16
"넘어섰지만,",4
'술판',4
"2021.10.17.,오정환",4
격리...,4
'가을야구에서,16
"2021.10.31.,LX한국국토정보공사",4
못하는,4
동료선수들과...,4
◇사직(KIA,4
5위'로,8
우승의,4
레슨,4
'4번,4
홈런왕·MVP보다,4
진출하기,8
"잠실]"",두산",8
111개의,4
"나주환,",12
홈런이라,4
키스하는,4
안타왕,8
'적절한,4
분위기는,8
배트스피드가,4
쿠에바스,12
승자로,4
값진,20
"이영하,28일",4
남부리그에서,4
적시타!',12
30호,12
공동선두,4
폰트(31)가,4
최대,60
"PS,",4
"광주]"",그것보다",8
"2021.10.08.,""두산,",4
가물',4
미란다-5.95,4
7위의,4
전날(26일),4
그쳤다.야구계는,4
2회,32
우승과,12
해도,40
'정수빈에게,4
들어오고,32
없이,72
선발투수),4
"요약이재학,",4
자이언츠에도,12
"""""다음",8
피렐라가,8
교체투수,20
"때,",4
"병살수비',두산",4
두산!',4
총력전도,8
"2021.10.17.,허경민",8
극심한,12
부임했을,4
"""""미팅은",4
상승세는,16
팀만,8
"떠났고,",4
"나가라',=",4
쓸어담아,8
곽빈의,20
두산의...,4
'가을야구,28
곳으로,8
6피안타,8
가빌리오,20
1군에,48
곽빈은,20
"적시타',2021",16
44구'→'최고령,4
환호하며,4
상황에도,4
"선택"",공교롭게도",4
활약할,4
막았다....,4
100,16
볼카운트,8
"꼬이네',두산",8
활약한,24
이하),12
"2021.10.24.,""'후반기",8
소형준(KT)-김건우(SSG),4
"2021.10.13.,2루",4
버텨내야,4
[배지헌의,8
포수지만,4
"키움...""",8
놓치지,20
올린,92
"2021.10.26.,""[사진]이영하,",4
티켓을,48
4위에서,4
폭투때,12
의한,4
"2021.10.24.,""양석환",4
길목서,4
쓸어,4
0.5게임,12
결승포',24
'한손,4
1등급,4
진행…혈투,8
탈락이라고?…맏형의,4
2021.10.28/뉴스1,64
소화하고,4
"아쉽다"""""",""2014년과",8
티켓이,4
'한방이,4
"KIA로,",4
5이닝을,8
극적이었다.,4
랜더스전에서,12
겪자,8
단판,4
"2021.10.18.,'벌처럼",4
"여러분의...""",10424
들어가는,4
0.833로,4
김태룡,4
편중된,4
"이민호,",12
"2021.10.26.,“가을이",4
보도,4
손해,12
돌아보며,4
"2021.10.27.,""'실낱같은",4
67패)째를,4
진출,156
"KBO],""SSG는",8
4위의 두산은...,4
"PS행"",최종",8
등판…'4위,4
7대2,4
유준상,8
레전드인,4
다독이며...,4
히어로즈(67승,4
"2021.10.17.,'아깝다!'박계범",4
앞서가던,4
"2021.10.14.,""상무,",4
'네가,4
놓으면,4
"""""한현희,",4
승부욕을,4
"고맙다"""""",두산",4
"더그아웃,두산",4
참사,4
스타다.,4
"2경기차,",4
아쉬워요',4
장충고를,4
내아땅볼때,12
▲투수(13명),4
홀드,12
3위…키움,4
…고우석은,4
1.2루서,36
눌렀다.,4
만져보는,4
승리했다.,328
땅볼을,10548
"""""양석환,",8
496타점,4
더그아웃.,4
보탰다.,12
10월,152
"홍상삼,""17일",4
다만,4
치명적인,12
