불펜진의,4
‘전설’을,8
'병살타,8
숙명',4
엇갈렸다.,4
트로피를,52
않는다.,20
"[MK포토],kt",4
"""""너무...""",8
‘전직,4
"2021.11.15.,승리",4
치른다.,80
"2021.11.17.,'1점",12
"황재균,""=",4
“쿠에바스에,4
맞는다”고,4
"2021.11.17.,[사진]홈",4
순간마다,4
"기쁨!',""18일",8
사실상,16
성적,8
"2021.11.18.,""'황재균,",24
XP],4
노렸지만,12
한국시리즈(KS)서,4
"교체되고...""",4
"2021.11.13.,2021",8
"어딜까요?""""",8
"2021.11.10.,두산",92
1대6으로,4
마무리...,8
타이틀인,4
들었다.,16
8번타자,8
"FC서울,",32
내려오는,36
‘일하기,4
"2021.11.17.,구급차에",4
"탈락,",4
"싶더라""""(종합..."",이",4
백호야,8
배제,8
"'축제로구나',15일",4
'1984,16
확률을,4
감사,20
갖춰,4
"3인방,""17일",4
전처럼...',4
주관하는,56
"먼저?',17일",4
"우승에...""",8
뒤로,24
"두산"",프로야구",4
"2021.11.18.,솔로포로",4
"2021.11.17.,""kt,",52
열여덟,4
팽팽하던,8
중심타선인,28
"평균자책점과...""",4
믿는다,4
"시작,두산",4
놓치지,8
"순간',KBO리그",20
응원열기로,4
속삭이는,4
코로나'로,8
4연승,28
대표선수,16
보탰다.,4
무대까지,4
야구팬들에게,8
팬이었던,4
깔고,16
K리그1,4
내야땅볼때,16
'주자,8
근육통을,4
봤던,10404
2패,4
상,28
'선제,4
당해...,24
시작된,8
"2021.11.18.,[사진]1회초",4
헛스윙을,12
제자’,4
"1,3루에서",10548
돌아갔습니다.,4
취한,4
떠나보낸,8
1366억,4
2회에만,12
노린다.,20
"15표(46.9%),",8
"늦었어',""KBO리그",4
관람에…,4
되돌리려,8
야구광...특정팀,4
잘한,4
일이다.,4
"기록,",4
'통합우승을,8
잠실구장을,12
유리할까…kt·두산,4
뒤를,36
"애국가"",""KT",4
아바타를,4
지고,4
"맞는데,",4
"감사드린다""""고",4
겪고,4
어릴,4
삼성과,20
"""""프로야구",8
감소,4
아이키가,104
"MVP"",10일",4
찌든,4
쓰러지는,4
"황재균"",""15일",4
한계,8
선수들이,11964
"2021.11.17.,솔로포",8
선수들일,4
"2021.11.18.,'좋았어!',""18일",4
"안다"",기호",4
선수들을,64
"2021.11.04.,양석환",4
"[곽경...,""두산베어스",8
"두산베어스가...""",4
선수들의,40
통,16
16일,4
행복하고,8
과시하며,4
김태형(54),28
들어서고,16
감탄하는,4
"배정대,""18일",16
"맛이야',""4일",4
등판할,4
다정한,16
서건창,12
등판해,176
관람했다....,4
결정했다”고,20
처리하고,36
1위표부터,8
1회초,824
시즌에는,12
포지션이다.,4
박건우-정수빈,4
커질,4
"'안타다!',""9일",8
건강이,12
"2021.11.17.,""한국시리즈",8
연주하고,4
판을,10404
영예…프로야구,8
마선,4
광속,4
"만원"",두산",8
"관계자는...""",4
LG트윈스,8
체격을,20
침을,4
"2021.11.18.,안타",12
공시했다.,20
수업을,4
뛰며,12
"이강철,이",4
MVP',28
MVP!,4
'최상의,4
"우..."",""2020년",4
재산세에,4
"미란다,",316
36년,72
미란다.,24
사진,8
쳐낸,10416
가을’,8
"쥐고',KBO리그",4
22억,4
wiz가,12
"넘길거야',KBO리그",4
담장을,4
"받으며',""=",4
"계약,",4
"끝낸다!',""=",4
이영하가...,16
놀랄,4
대화하고,4
기량을,4
2명이,4
"2021.11.17.,득점",4
"2021.11.16.,[KS]'3승",4
2명의,4
'외인,4
"감독,",28
감독.,24
kt…,4
2명을,12
감독\,4
참여,8
지금,16
"2021.11.05.,두산",52
정규시즌을,44
국해성(두산,12
걸어가고,4
박건우에게,36
"""""경기도",4
내년(2022년),8
손아섭(33·롯데,8
돼서,12
승부를,16
크지,8
"신인왕"",""아리엘",4
4선승제의,8
바랐다.,8
"미란다,한국의",4
"2021.11.23.,""""""내년에",8
"""""자유"""""",""서현숙은",4
박,16
침체?,4
탈락한,8
제압했다.,8
"한국시리즈...""",20
코칭스태프들이,16
마운드·답답한,4
"조현우',""17일",8
질주…KT,4
"한국시리즈(KS·7전4선승제)에...""",8
"2·3위...""",4
포지션을,8
"2021.11.14.,지지자와",4
안도하고,20
헛스윙에,8
위기를...,8
내려오며,24
"앞에서'"",""18일",4
추가하는,32
'제10구단,4
"기억"""""",정규시즌",8
이제부터,8
"선정"",17일",4
"종합],""영예의",4
미란다(두산베어스)와,4
"막아라,""두산",4
아낌없는,4
낮게,4
"좋았어',KBO리그",8
정수빈(6년)과,12
비슷했지만,4
중에선,4
승부가,10408
K·O,4
활용할,4
마음,8
'야구장,12
"2021.11.18.,'솔로",8
앞서가는,8
활용한,4
힘든,8
'겨울,4
힘들,4
"2021.11.19.,""약속왕’",4
신청한,4
"있..."",""5월",4
"김현수(LG),",4
"비결,플레이오프에서",8
"품을까"",""29일",8
"2021.11.28.,""'2022",4
요약자격,4
‘화수분,4
"2루타"",""18일",12
응원단장',10404
종합일간지에,8
베어스가 LG,12
승자로,4
값진,8
"""""맞은",4
지지자와,4
"2021.11.17.,헛스윙하는",4
박빙,10408
최대,72
"PS,",4
'필승조',8
"때까지"""""",""""""2018년",4
"2021.11.04.,2루타",12
한국시리즈(KS)에,20
없을,4
공시된,12
2회,28
"아니다....""",4
들어오고,76
없이,72
전문가인,4
2루타가,12
걸쳐,4
피렐라가,20
교체투수,32
중심엔,4
"1명...""",4
땅볼타구를,4
곽빈이,216
"2021.11.09.,시구하는",8
‘아파요’,4
"2022...""",4
평균자책,8
30분,44
'가을야구,8
곳으로,8
행선지,4
태그아웃시키고,4
곽빈을,72
곽빈은,44
10여,8
0.376의,20
활약해,20
"""""내년에도?",4
0.376을,28
"뛸까"",""""""내년에",8
"프로행"",""양승관",4
연고구단,4
'MVP',8
활약한,32
"국해성(32),",8
감독에게...,12
"'세리머니',""10일",4
정상급,4
"2021.11.25.,""'서건창·나지완",4
분위기도,8
'낙상사고',8
FA공시...SSG는,8
예정.,4
들고,56
나지완을,4
"씨,",12
김제덕(17)을,8
요약'창단,4
'파죽지세로,4
"[MK결산]"",2년",4
결승포',8
김제덕(17)이,8
지원,8
1이닝도,4
수상했다.,32
티켓이,8
한국시리즈’에서,12
치열하게,4
kt와의...,4
5이닝을,24
"2021.11.18.,호잉의",8
"선수들,=",36
박건우(31·이상,8
"여러분의...""",156
들어가는,12
김태룡,8
FA(프리에이전트),4
중견수,224
김재환이,10812
"품격'"",""""""KT위즈의",4
FA시장에는,4
넘나,12
처벌,8
"미란다,두산",8
"2021.11.28.,한화이글스",8
'큰일,8
시구하고,36
지나치게,8
"더그아웃,두산",16
"‘왕조’까지...""",4
김선빈(KIA,4
퀴즈,16
미란다(32)가,124
실린,4
"부러졌네'"",""17일",4
1.2루서,8
58년,44
둥지를,8
주지,8
"더그아웃,",8
10월,104
2회초1사,12
"시타자로...""",8
트윈스가,28
내일,12
치명적인,4
브레이크,4
챌린저스,12
인기,4
"2021.11.15.,kt",36
"0.356,",112
없어,12
"좋고,",4
"2021.11.24.,""'최동원",8
"뷰캐넌,""9일",12
"2021.11.02.,3루",4
시장에서도,16
"붙잡고',이재명",8
"MVP"",개인",4
몰아치며,4
'승리의,16
총,76
"가득히'"",두산",4
"""""곧",4
잠실야구장점을,4
"행진,",8
27일까지,32
"않겠다""""고",4
곧바로,4
시절부터,10424
"2021.11.15.,'앞서가자고',15일",8
탈삼진을,4
"2021.11.15.,호잉",4
1994년생으로,4
라인업,64
쓸어담은,24
절반가량인,8
"놓치겠어'"",17일",4
“내년엔,4
"2021.11.19.,""잔치",4
박세혁-장성우,4
